season,league,team,player,nationality,position,age,minutes,minutes_90s,goals,assists,goals_assists,goals_per90,assists_per90,goals_assists_per90,xg,xg_assist,npxg,shots,shots_on_target
2018-2019,La Liga,Valladolid,Miguel,ESP,FW,18.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,1.0
2018-2019,La Liga,Real Sociedad,Sandro Ramírez,ESP,"FW,MF",23.0,1055.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.2,2.5,42.0,12.0
2018-2019,La Liga,Barcelona,Rafinha,BRA,"FW,MF",25.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,2.0,0.0
2018-2019,Serie A,Cagliari,Kiril Despodov,BUL,"FW,MF",21.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Genoa,Nicola Dalmonte,ITA,"FW,MF",20.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,3.0,0.0
2018-2019,Serie A,Parma,Alessio da Cruz,0,"FW,MF",21.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Serie A,SPAL,Filippo Costa,ITA,"DF,FW",23.0,564.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,6.0,0.0
2018-2019,La Liga,Valladolid,Duje Čop,CRO,FW,28.0,687.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.4,2.2,16.0,5.0
2018-2019,Serie A,Genoa,Iuri Medeiros,POR,"MF,FW",24.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,2.0,0.0
2018-2019,Serie A,Chievo,Sergej Grubac,MNE,FW,18.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0
2018-2019,Serie A,Napoli,Gianluca Gaetano,ITA,"MF,FW",18.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Serie A,Bologna,Simone Edera,ITA,FW,21.0,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.7,8.0,4.0
2018-2019,Serie A,Cagliari,Riccardo Doratiotto,ITA,FW,19.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,West Ham,Xande Silva,POR,FW,21.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Serie A,Bologna,Juan Manuel Valencia,COL,FW,20.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Serie A,Inter,Yann Karamoh,FRA,"FW,MF",20.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Chievo,Musa Juwara,GAM,FW,16.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Barcelona,Álex Collado,ESP,FW,19.0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Serie A,Juventus,Stephy Mavididi,ENG,FW,20.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Frosinone,Luca Matarese,ITA,FW,20.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Atlético Madrid,Joaquín Muñoz,ESP,FW,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Rayo Vallecano,Sergio Moreno,ESP,FW,19.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0,1.0
2018-2019,La Liga,Celta Vigo,Emre Mor,TUR,"FW,MF",21.0,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,8.0,4.0
2018-2019,La Liga,Atlético Madrid,Victor Mollejo,ESP,"FW,DF",17.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Serie A,Bologna,Orji Okwonkwo,NGA,FW,20.0,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,5.0,0.0
2018-2019,Serie A,Sassuolo,Jens Odgaard,DEN,FW,19.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Valladolid,Chris Ramos,ESP,FW,21.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Espanyol,Javi Puado,ESP,"FW,MF",20.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.9,8.0,2.0
2018-2019,La Liga,Valladolid,Stiven Plaza,ECU,"FW,MF",19.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Barcelona,Carles Pérez,ESP,FW,20.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,La Liga,Sevilla,Nolito,ESP,"FW,DF",31.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,1.0
2018-2019,Bundesliga,Eint Frankfurt,Marco Fabián,MEX,FW,29.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Bundesliga,Stuttgart,Alexander Esswein,GER,"MF,FW",28.0,1251.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,1.7,29.0,9.0
2018-2019,Bundesliga,Schalke 04,Franco Di Santo,ARG,"MF,FW",29.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,3.0,1.0
2018-2019,La Liga,Girona,Patrick Roberts,ENG,"MF,FW",21.0,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.8,7.0,5.0
2018-2019,Serie A,Empoli,Dimitri Oberlin,SUI,FW,20.0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
